6.24,41,15,56,-21.68,428,-10,418
6.24,41,15,56,-21.68,428,-10,418
6.24,41,15,56,-21.68,428,-10,418
6.24,41,15,56,-21.68,428,-10,418
6.24,41,15,56,13.32,427,-9,418
6.24,41,15,56,13.32,427,-9,418
6.24,41,15,56,13.32,427,-9,418
6.24,41,15,56,13.32,427,-9,418
6.24,41,15,56,13.32,427,-9,418
6.24,41,15,56,13.32,427,-9,418
6.24,41,15,56,13.32,427,-9,418
6.24,41,15,56,13.32,427,-9,418
6.24,41,15,56,13.32,427,-9,418
6.24,41,15,56,13.32,427,-9,418
255.00,70,70,140,-255.00,386,-58,328
41.24,259,16,275,255.00,279,18,297
-159.56,212,-2,210,19.40,548,25,573
-255.00,-4,-31,-35,-157.64,784,-3,781
-78.00,-123,35,-88,-131.32,658,-47,611
-255.00,61,-5,56,255.00,397,21,418
-44.60,42,14,56,7.56,427,-9,418
-9.60,41,15,56,7.56,427,-9,418
-9.60,41,15,56,7.56,427,-9,418
-9.60,41,15,56,7.56,427,-9,418
-9.60,41,15,56,7.56,427,-9,418
-9.60,41,15,56,7.56,427,-9,418
-9.60,41,15,56,7.56,427,-9,418
-9.60,41,15,56,7.56,427,-9,418
-9.60,41,15,56,7.56,427,-9,418
-9.60,41,15,56,7.56,427,-9,418
-9.60,41,15,56,7.56,427,-9,418
-9.60,41,15,56,7.56,427,-9,418
-9.60,41,15,56,7.56,427,-9,418
-9.60,41,15,56,7.56,427,-9,418
-9.60,41,15,56,7.56,427,-9,418
-9.60,41,15,56,7.56,427,-9,418
-9.60,41,15,56,7.56,427,-9,418
-9.60,41,15,56,7.56,427,-9,418
-9.60,41,15,56,7.56,427,-9,418
255.00,65,68,133,-255.00,391,-56,335
-255.00,258,17,275,255.00,273,19,292
-140.04,215,-1,214,117.20,537,28,565
-255.00,3,-29,-26,-255.00,781,-2,779
255.00,-128,35,-93,-255.00,666,-47,619
-255.00,56,0,56,255.00,400,18,418
-255.00,41,15,56,29.96,426,-8,418
13.44,41,15,56,-5.04,427,-9,418
13.44,41,15,56,-5.04,427,-9,418
13.44,41,15,56,-5.04,427,-9,418
13.44,41,15,56,-5.04,427,-9,418
13.44,41,15,56,-5.04,427,-9,418
13.44,41,15,56,-5.04,427,-9,418
13.44,41,15,56,-5.04,427,-9,418
13.44,41,15,56,-5.04,427,-9,418
-21.56,42,14,56,-5.04,427,-9,418
-21.56,42,14,56,-5.04,427,-9,418
-21.56,42,14,56,-5.04,427,-9,418
-21.56,42,14,56,-5.04,427,-9,418
